id,vehicle_id,assembly_stage,cycle_time_mins,defect_detected,recorded_at
1020,6,Drive Unit Install,111,false,2026-01-06 00:00:00
1021,4,Final Assembly,54,false,2025-07-06 00:00:00
1022,4,Painting,37,false,2025-08-21 00:00:00
1023,8,Painting,34,false,2026-03-27 00:00:00
1024,7,Final Assembly,19,false,2025-06-02 00:00:00
1025,7,Battery Integration,77,true,2025-04-09 00:00:00
1026,7,Stamping,83,false,2025-04-19 00:00:00
1027,8,Drive Unit Install,20,false,2025-05-15 00:00:00
1028,7,Welding,35,false,2025-02-07 00:00:00
1029,2,Quality Inspection,31,false,2025-05-14 00:00:00
1030,5,Stamping,83,false,2025-09-26 00:00:00
1031,8,Battery Integration,81,false,2025-06-24 00:00:00
1032,6,Welding,100,false,2025-07-16 00:00:00
1033,5,Battery Integration,60,false,2025-03-28 00:00:00
1034,5,Welding,51,false,2026-02-19 00:00:00
1035,5,Stamping,96,false,2025-10-23 00:00:00
1036,11,Drive Unit Install,19,false,2025-12-08 00:00:00
1037,4,Welding,118,false,2025-07-24 00:00:00
1038,3,Battery Integration,85,false,2025-11-03 00:00:00
1039,11,Quality Inspection,101,false,2025-10-10 00:00:00
1040,5,Welding,92,false,2026-01-10 00:00:00
1041,2,Stamping,17,false,2025-12-05 00:00:00
1042,1,Welding,69,true,2025-01-07 00:00:00
1043,7,Painting,114,false,2026-04-08 00:00:00
1044,5,Painting,85,false,2025-10-04 00:00:00
1045,2,Stamping,17,false,2025-12-20 00:00:00
1046,10,Drive Unit Install,45,false,2026-01-20 00:00:00
1047,1,Battery Integration,42,false,2025-10-10 00:00:00
1048,4,Battery Integration,44,false,2025-04-12 00:00:00
1049,10,Quality Inspection,95,false,2025-06-29 00:00:00
1050,7,Stamping,40,false,2025-12-05 00:00:00
1051,9,Final Assembly,84,false,2026-03-22 00:00:00
1052,4,Drive Unit Install,49,false,2025-10-03 00:00:00
1053,2,Final Assembly,61,false,2025-06-27 00:00:00
1054,4,Drive Unit Install,86,false,2025-03-08 00:00:00
1055,2,Battery Integration,24,false,2026-02-04 00:00:00
1056,8,Drive Unit Install,23,false,2026-03-21 00:00:00
1057,3,Welding,65,false,2025-07-31 00:00:00
1058,5,Final Assembly,74,false,2025-04-27 00:00:00
1059,8,Welding,104,false,2026-04-24 00:00:00
1060,8,Drive Unit Install,103,false,2025-07-12 00:00:00
1061,4,Quality Inspection,56,false,2025-10-25 00:00:00
1062,9,Painting,50,false,2025-07-01 00:00:00
1063,8,Drive Unit Install,50,false,2025-03-03 00:00:00
1064,2,Final Assembly,18,false,2026-04-21 00:00:00
1065,11,Final Assembly,39,false,2025-08-01 00:00:00
1066,4,Battery Integration,117,false,2025-07-31 00:00:00
1067,3,Quality Inspection,49,false,2025-11-30 00:00:00
1068,7,Quality Inspection,105,false,2025-08-03 00:00:00
1069,8,Drive Unit Install,87,false,2025-06-26 00:00:00
1070,6,Battery Integration,58,false,2025-06-11 00:00:00
1071,7,Final Assembly,70,false,2025-03-08 00:00:00
1072,8,Battery Integration,98,false,2026-02-07 00:00:00
1073,9,Final Assembly,39,false,2025-09-06 00:00:00
1074,11,Final Assembly,110,false,2026-02-07 00:00:00
1075,6,Quality Inspection,49,false,2025-11-24 00:00:00
1076,7,Final Assembly,74,false,2026-03-26 00:00:00
1077,4,Final Assembly,67,false,2026-01-05 00:00:00
1078,1,Battery Integration,114,false,2025-05-10 00:00:00
1079,11,Welding,106,false,2025-05-12 00:00:00
1080,1,Final Assembly,38,false,2025-06-10 00:00:00
1081,5,Stamping,37,false,2025-09-02 00:00:00
1082,1,Welding,35,false,2025-08-18 00:00:00
1083,11,Drive Unit Install,21,false,2025-08-03 00:00:00
1084,11,Drive Unit Install,116,false,2025-12-23 00:00:00
1085,1,Welding,62,false,2025-01-17 00:00:00
1086,10,Quality Inspection,99,false,2025-04-05 00:00:00
1087,4,Final Assembly,15,false,2025-08-16 00:00:00
1088,2,Quality Inspection,68,false,2025-09-18 00:00:00
1089,1,Final Assembly,100,false,2026-03-06 00:00:00
1090,10,Drive Unit Install,54,false,2025-04-26 00:00:00
1091,8,Final Assembly,87,false,2025-11-22 00:00:00
1092,3,Battery Integration,95,false,2025-02-03 00:00:00
1093,7,Welding,108,false,2025-03-04 00:00:00
1094,5,Painting,60,false,2025-06-19 00:00:00
1095,6,Drive Unit Install,44,false,2025-11-11 00:00:00
1096,5,Battery Integration,58,false,2025-05-20 00:00:00
1097,9,Welding,83,false,2025-02-04 00:00:00
1098,6,Quality Inspection,87,false,2025-11-22 00:00:00
1099,10,Painting,73,false,2025-08-27 00:00:00
1100,9,Battery Integration,94,false,2025-02-17 00:00:00
1101,9,Drive Unit Install,111,false,2026-02-04 00:00:00
1102,6,Stamping,15,false,2026-03-14 00:00:00
1103,3,Painting,78,false,2025-05-28 00:00:00
1104,10,Battery Integration,63,false,2026-03-09 00:00:00
1105,8,Battery Integration,28,false,2025-02-18 00:00:00
1106,7,Quality Inspection,112,false,2025-05-21 00:00:00
1107,5,Drive Unit Install,109,false,2025-12-02 00:00:00
1108,10,Battery Integration,37,false,2026-01-16 00:00:00
1109,5,Final Assembly,73,false,2025-04-19 00:00:00
1110,2,Quality Inspection,53,false,2026-02-27 00:00:00
1111,10,Stamping,29,false,2026-04-10 00:00:00
1112,2,Quality Inspection,59,false,2025-12-24 00:00:00
1113,4,Painting,89,false,2025-01-24 00:00:00
1114,9,Quality Inspection,22,false,2025-07-26 00:00:00
1115,4,Final Assembly,90,false,2025-12-24 00:00:00
1116,11,Drive Unit Install,75,false,2025-07-22 00:00:00
1117,3,Painting,120,false,2025-06-21 00:00:00
1118,10,Stamping,115,false,2025-11-15 00:00:00
1119,8,Final Assembly,28,false,2025-03-07 00:00:00
1120,8,Battery Integration,52,false,2025-08-17 00:00:00
1121,9,Drive Unit Install,33,false,2025-01-04 00:00:00
1122,5,Quality Inspection,96,false,2025-03-24 00:00:00
1123,5,Drive Unit Install,111,false,2025-07-14 00:00:00
1124,7,Quality Inspection,107,false,2025-08-28 00:00:00
1125,7,Battery Integration,86,false,2026-02-27 00:00:00
1126,10,Stamping,21,false,2026-04-10 00:00:00
1127,3,Welding,110,false,2025-06-26 00:00:00
1128,1,Final Assembly,57,false,2025-05-09 00:00:00
1129,10,Drive Unit Install,109,false,2026-02-11 00:00:00
1130,7,Stamping,95,false,2025-10-08 00:00:00
1131,5,Drive Unit Install,108,false,2025-07-05 00:00:00
1132,9,Drive Unit Install,77,false,2025-10-30 00:00:00
1133,4,Quality Inspection,48,false,2026-03-05 00:00:00
1134,2,Welding,54,false,2025-08-18 00:00:00
1135,7,Welding,18,false,2025-07-01 00:00:00
1136,8,Final Assembly,66,false,2025-05-23 00:00:00
1137,6,Welding,114,true,2025-07-11 00:00:00
1138,11,Drive Unit Install,65,false,2025-08-11 00:00:00
1139,3,Painting,80,false,2025-12-30 00:00:00
1140,9,Painting,51,false,2025-10-14 00:00:00
1141,6,Battery Integration,38,false,2025-11-27 00:00:00
1142,10,Drive Unit Install,39,false,2026-04-18 00:00:00
1143,11,Welding,106,false,2025-06-11 00:00:00
1144,11,Final Assembly,49,false,2025-05-26 00:00:00
1145,8,Battery Integration,100,false,2025-03-15 00:00:00
1146,4,Quality Inspection,103,false,2025-11-10 00:00:00
1147,1,Final Assembly,58,false,2026-03-23 00:00:00
1148,10,Stamping,21,false,2025-07-19 00:00:00
1149,11,Final Assembly,35,false,2025-09-03 00:00:00
1150,10,Battery Integration,54,false,2026-03-21 00:00:00
1151,1,Welding,35,false,2025-03-29 00:00:00
1152,9,Final Assembly,77,false,2025-08-11 00:00:00
1153,7,Final Assembly,17,false,2026-03-08 00:00:00
1154,1,Final Assembly,31,false,2025-09-13 00:00:00
1155,5,Final Assembly,114,false,2025-12-17 00:00:00
1156,10,Drive Unit Install,20,false,2026-02-22 00:00:00
1157,4,Painting,100,false,2026-01-26 00:00:00
1158,10,Welding,79,false,2025-02-18 00:00:00
1159,9,Drive Unit Install,17,false,2025-03-20 00:00:00
1160,10,Welding,37,false,2025-07-15 00:00:00
1161,2,Painting,34,false,2026-02-19 00:00:00
1162,6,Welding,96,false,2025-12-20 00:00:00
1163,4,Stamping,36,false,2025-02-02 00:00:00
1164,10,Painting,114,false,2025-07-19 00:00:00
1165,11,Drive Unit Install,20,false,2025-05-19 00:00:00
1166,3,Battery Integration,118,false,2025-11-26 00:00:00
1167,4,Stamping,87,false,2025-07-18 00:00:00
1168,11,Welding,59,false,2025-03-06 00:00:00
1169,8,Welding,91,false,2025-09-21 00:00:00
1170,2,Battery Integration,69,false,2025-05-09 00:00:00
1171,8,Drive Unit Install,85,false,2025-03-06 00:00:00
1172,8,Stamping,31,false,2026-01-11 00:00:00
1173,4,Stamping,56,false,2025-06-06 00:00:00
1174,7,Drive Unit Install,72,false,2025-12-19 00:00:00
1175,4,Final Assembly,40,false,2026-01-02 00:00:00
1176,4,Battery Integration,59,false,2025-10-12 00:00:00
1177,10,Final Assembly,58,false,2025-11-05 00:00:00
1178,3,Drive Unit Install,100,false,2026-02-14 00:00:00
1179,5,Stamping,99,false,2025-11-17 00:00:00
1180,6,Welding,38,false,2025-01-15 00:00:00
1181,6,Welding,64,false,2025-08-08 00:00:00
1182,7,Welding,78,false,2025-07-07 00:00:00
1183,11,Stamping,55,false,2025-09-17 00:00:00
1184,9,Stamping,39,false,2025-04-27 00:00:00
1185,4,Final Assembly,26,false,2026-01-02 00:00:00
1186,5,Battery Integration,35,false,2026-03-19 00:00:00
1187,1,Battery Integration,52,false,2026-01-03 00:00:00
1188,8,Battery Integration,32,false,2025-02-02 00:00:00
1189,6,Welding,88,false,2025-04-05 00:00:00
1190,7,Drive Unit Install,43,false,2025-03-11 00:00:00
1191,2,Stamping,38,false,2025-06-21 00:00:00
1192,7,Welding,117,false,2025-10-30 00:00:00
1193,8,Stamping,100,false,2025-11-02 00:00:00
1194,11,Stamping,22,false,2025-11-03 00:00:00
1195,6,Battery Integration,38,false,2025-12-03 00:00:00
1196,1,Final Assembly,81,false,2025-02-05 00:00:00
1197,9,Quality Inspection,91,false,2025-01-13 00:00:00
1198,10,Stamping,21,false,2025-07-13 00:00:00
1199,1,Stamping,112,true,2026-04-08 00:00:00
1200,1,Painting,21,false,2025-06-06 00:00:00
1201,6,Painting,37,false,2025-02-07 00:00:00
1202,1,Battery Integration,47,false,2025-11-14 00:00:00
1203,6,Painting,91,false,2026-04-23 00:00:00
1204,6,Quality Inspection,37,false,2025-07-24 00:00:00
1205,11,Final Assembly,48,false,2025-02-02 00:00:00
1206,10,Quality Inspection,97,false,2025-09-18 00:00:00
1207,10,Quality Inspection,56,false,2025-08-30 00:00:00
1208,5,Drive Unit Install,83,false,2025-05-22 00:00:00
1209,3,Battery Integration,89,false,2025-03-27 00:00:00
1210,8,Welding,30,true,2026-03-20 00:00:00
1211,3,Final Assembly,39,false,2025-10-03 00:00:00
1212,4,Final Assembly,101,false,2025-02-28 00:00:00
1213,11,Welding,70,false,2025-08-29 00:00:00
1214,1,Battery Integration,85,false,2025-02-28 00:00:00
1215,5,Painting,32,false,2025-07-03 00:00:00
1216,8,Final Assembly,81,false,2026-04-05 00:00:00
1217,4,Welding,16,false,2025-11-27 00:00:00
1218,1,Quality Inspection,75,false,2025-03-30 00:00:00
1219,10,Battery Integration,101,false,2026-01-23 00:00:00
1220,2,Battery Integration,81,false,2026-01-16 00:00:00
1221,4,Battery Integration,20,false,2026-01-01 00:00:00
1222,2,Painting,31,false,2026-03-19 00:00:00
1223,8,Drive Unit Install,87,false,2025-08-27 00:00:00
1224,9,Final Assembly,92,false,2026-01-26 00:00:00
1225,1,Stamping,99,false,2025-07-06 00:00:00
1226,1,Stamping,58,false,2025-12-25 00:00:00
1227,7,Final Assembly,98,false,2025-05-11 00:00:00
1228,2,Stamping,54,false,2025-12-12 00:00:00
1229,8,Painting,19,false,2025-06-13 00:00:00
1230,10,Stamping,91,false,2025-12-31 00:00:00
1231,11,Painting,69,false,2025-07-31 00:00:00
1232,2,Final Assembly,22,false,2025-03-15 00:00:00
1233,6,Drive Unit Install,115,false,2026-01-23 00:00:00
1234,7,Welding,54,false,2025-01-05 00:00:00
1235,6,Final Assembly,74,false,2026-01-27 00:00:00
1236,8,Final Assembly,40,false,2026-03-31 00:00:00
1237,4,Quality Inspection,15,false,2025-02-17 00:00:00
1238,9,Final Assembly,101,false,2025-02-03 00:00:00
1239,9,Welding,88,false,2025-11-06 00:00:00
1240,5,Stamping,120,false,2026-04-06 00:00:00
1241,6,Stamping,31,true,2025-09-27 00:00:00
1242,11,Stamping,29,false,2025-03-15 00:00:00
1243,8,Battery Integration,102,false,2025-02-12 00:00:00
1244,5,Stamping,86,false,2025-09-18 00:00:00
1245,9,Welding,112,false,2025-08-27 00:00:00
1246,6,Welding,54,false,2025-04-16 00:00:00
1247,7,Welding,84,false,2026-01-08 00:00:00
1248,5,Stamping,73,false,2026-02-11 00:00:00
1249,3,Final Assembly,50,false,2025-10-03 00:00:00
1250,2,Drive Unit Install,49,false,2025-07-21 00:00:00
1251,10,Stamping,33,false,2026-01-18 00:00:00
1252,6,Final Assembly,109,false,2025-05-28 00:00:00
1253,2,Welding,108,false,2025-04-25 00:00:00
1254,4,Drive Unit Install,110,false,2025-03-06 00:00:00
1255,3,Final Assembly,28,false,2025-05-27 00:00:00
1256,1,Final Assembly,34,false,2026-01-17 00:00:00
1257,9,Battery Integration,22,false,2025-06-07 00:00:00
1258,1,Welding,61,false,2026-04-09 00:00:00
1259,4,Painting,81,false,2025-10-04 00:00:00
1260,11,Final Assembly,83,false,2025-02-18 00:00:00
1261,7,Battery Integration,33,false,2025-11-02 00:00:00
1262,10,Painting,95,false,2025-04-02 00:00:00
1263,5,Painting,87,false,2025-05-31 00:00:00
1264,4,Stamping,63,false,2025-07-18 00:00:00
1265,11,Painting,19,false,2025-02-11 00:00:00
1266,5,Final Assembly,65,false,2025-06-02 00:00:00
1267,3,Quality Inspection,79,false,2025-03-08 00:00:00
1268,3,Final Assembly,24,false,2025-09-07 00:00:00
1269,8,Quality Inspection,54,false,2026-04-06 00:00:00
1270,8,Drive Unit Install,95,false,2026-04-10 00:00:00
1271,9,Stamping,119,false,2026-01-29 00:00:00
1272,4,Welding,37,true,2025-03-26 00:00:00
1273,4,Battery Integration,22,false,2025-04-03 00:00:00
1274,6,Quality Inspection,34,false,2025-01-14 00:00:00
1275,5,Stamping,91,false,2025-04-02 00:00:00
1276,10,Painting,28,false,2026-02-21 00:00:00
1277,8,Battery Integration,60,false,2025-08-25 00:00:00
1278,4,Painting,74,false,2026-01-06 00:00:00
1279,3,Stamping,57,false,2025-08-18 00:00:00
1280,10,Stamping,60,false,2025-05-07 00:00:00
1281,9,Drive Unit Install,95,false,2025-06-10 00:00:00
1282,11,Stamping,101,false,2025-12-29 00:00:00
1283,9,Painting,115,false,2025-02-19 00:00:00
1284,11,Drive Unit Install,44,false,2026-04-04 00:00:00
1285,7,Final Assembly,59,false,2025-10-22 00:00:00
1286,11,Stamping,59,false,2025-10-01 00:00:00
1287,2,Drive Unit Install,108,false,2025-11-29 00:00:00
1288,7,Stamping,19,false,2025-05-17 00:00:00
1289,11,Final Assembly,117,false,2025-06-07 00:00:00
1290,4,Battery Integration,62,false,2025-04-16 00:00:00
1291,10,Battery Integration,63,false,2025-09-26 00:00:00
1292,1,Painting,38,false,2025-06-19 00:00:00
1293,4,Final Assembly,45,false,2025-04-04 00:00:00
1294,10,Stamping,100,false,2025-07-11 00:00:00
1295,4,Battery Integration,74,false,2025-08-27 00:00:00
1296,4,Quality Inspection,60,false,2025-11-04 00:00:00
1297,1,Battery Integration,38,true,2025-03-04 00:00:00
1298,8,Stamping,60,false,2026-02-10 00:00:00
1299,1,Final Assembly,76,false,2026-02-15 00:00:00
1300,1,Painting,45,false,2025-07-28 00:00:00
1301,8,Painting,103,false,2025-10-23 00:00:00
1302,10,Quality Inspection,116,false,2026-03-20 00:00:00
1303,1,Battery Integration,102,false,2025-03-04 00:00:00
1304,6,Final Assembly,43,false,2025-06-28 00:00:00
1305,6,Stamping,19,false,2026-01-13 00:00:00
1306,2,Quality Inspection,23,false,2025-07-09 00:00:00
1307,6,Battery Integration,105,false,2025-04-14 00:00:00
1308,5,Final Assembly,74,false,2025-04-08 00:00:00
1309,4,Final Assembly,56,false,2025-02-28 00:00:00
1310,2,Battery Integration,109,false,2026-04-09 00:00:00
1311,6,Welding,111,false,2025-06-18 00:00:00
1312,6,Stamping,53,false,2026-04-06 00:00:00
1313,5,Welding,21,false,2026-03-04 00:00:00
1314,1,Battery Integration,55,false,2025-11-08 00:00:00
1315,6,Painting,54,false,2025-05-18 00:00:00
1316,7,Drive Unit Install,30,true,2025-11-18 00:00:00
1317,2,Battery Integration,68,false,2025-03-09 00:00:00
1318,10,Painting,62,false,2026-04-04 00:00:00
1319,1,Quality Inspection,65,false,2025-05-18 00:00:00
1320,2,Battery Integration,28,false,2025-05-14 00:00:00
1321,8,Battery Integration,41,false,2025-11-29 00:00:00
1322,9,Stamping,22,false,2025-04-01 00:00:00
1323,5,Drive Unit Install,65,false,2025-10-11 00:00:00
1324,3,Quality Inspection,21,false,2025-03-02 00:00:00
1325,4,Painting,84,false,2026-01-05 00:00:00
1326,3,Welding,48,false,2025-03-13 00:00:00
1327,9,Quality Inspection,29,false,2025-10-02 00:00:00
1328,5,Stamping,106,false,2025-09-07 00:00:00
1329,7,Quality Inspection,51,false,2025-09-19 00:00:00
1330,2,Painting,95,false,2026-01-08 00:00:00
1331,8,Stamping,120,false,2026-02-14 00:00:00
1332,10,Quality Inspection,35,false,2025-08-27 00:00:00
1333,3,Welding,120,false,2025-03-14 00:00:00
1334,4,Painting,92,false,2026-02-19 00:00:00
1335,8,Quality Inspection,55,false,2025-12-06 00:00:00
1336,11,Stamping,59,false,2026-04-22 00:00:00
1337,4,Battery Integration,29,false,2026-02-11 00:00:00
1338,4,Stamping,90,false,2025-02-13 00:00:00
1339,5,Painting,112,false,2025-10-18 00:00:00
1340,4,Quality Inspection,31,false,2025-07-20 00:00:00
1341,9,Painting,87,false,2025-01-29 00:00:00
1342,9,Battery Integration,44,false,2025-10-13 00:00:00
1343,7,Drive Unit Install,79,false,2025-09-23 00:00:00
1344,9,Stamping,71,false,2025-03-05 00:00:00
1345,8,Final Assembly,18,false,2025-04-23 00:00:00
1346,6,Painting,45,false,2025-06-24 00:00:00
1347,4,Painting,16,false,2025-02-28 00:00:00
1348,2,Painting,26,false,2025-09-05 00:00:00
1349,1,Final Assembly,74,false,2025-11-25 00:00:00
1350,4,Final Assembly,73,false,2026-02-11 00:00:00
1351,7,Drive Unit Install,38,false,2025-05-17 00:00:00
1352,2,Quality Inspection,95,false,2025-11-10 00:00:00
1353,1,Quality Inspection,59,false,2025-12-16 00:00:00
1354,3,Final Assembly,34,false,2025-04-30 00:00:00
1355,11,Quality Inspection,71,false,2025-08-25 00:00:00
1356,9,Final Assembly,94,false,2025-05-30 00:00:00
1357,6,Stamping,76,false,2025-02-04 00:00:00
1358,8,Painting,28,false,2025-05-16 00:00:00
1359,8,Painting,87,false,2025-10-07 00:00:00
1360,3,Stamping,54,false,2025-06-12 00:00:00
1361,10,Stamping,100,false,2026-02-12 00:00:00
1362,5,Quality Inspection,36,false,2025-09-15 00:00:00
1363,1,Welding,75,false,2025-01-01 00:00:00
1364,6,Final Assembly,112,false,2025-09-25 00:00:00
1365,5,Final Assembly,51,false,2025-08-04 00:00:00
1366,2,Drive Unit Install,119,false,2025-09-03 00:00:00
1367,10,Quality Inspection,76,false,2025-05-07 00:00:00
1368,10,Welding,106,false,2026-02-05 00:00:00
1369,3,Quality Inspection,68,false,2025-09-11 00:00:00
1370,11,Welding,76,false,2025-01-05 00:00:00
1371,5,Final Assembly,87,false,2026-04-22 00:00:00
1372,5,Welding,18,false,2026-04-07 00:00:00
1373,9,Drive Unit Install,89,false,2025-03-01 00:00:00
1374,4,Painting,58,false,2025-03-26 00:00:00
1375,2,Battery Integration,26,false,2025-05-07 00:00:00
1376,10,Battery Integration,45,false,2025-07-04 00:00:00
1377,6,Stamping,106,false,2025-01-14 00:00:00
1378,11,Stamping,118,false,2026-02-25 00:00:00
1379,2,Quality Inspection,61,false,2025-10-24 00:00:00
1380,10,Final Assembly,94,false,2026-04-03 00:00:00
1381,7,Welding,90,false,2025-10-04 00:00:00
1382,2,Welding,102,false,2025-09-08 00:00:00
1383,11,Painting,28,false,2025-07-01 00:00:00
1384,7,Stamping,17,false,2025-06-02 00:00:00
1385,4,Battery Integration,109,false,2025-01-26 00:00:00
1386,6,Battery Integration,98,false,2025-12-14 00:00:00
1387,2,Welding,17,false,2025-03-17 00:00:00
1388,5,Stamping,115,false,2025-06-15 00:00:00
1389,7,Quality Inspection,108,false,2025-01-13 00:00:00
1390,2,Painting,70,false,2026-02-02 00:00:00
1391,9,Quality Inspection,100,false,2025-12-22 00:00:00
1392,11,Drive Unit Install,88,false,2025-01-07 00:00:00
1393,1,Battery Integration,85,false,2026-04-23 00:00:00
1394,1,Stamping,59,false,2026-02-03 00:00:00
1395,2,Final Assembly,117,false,2025-04-14 00:00:00
1396,5,Painting,119,false,2025-11-22 00:00:00
1397,7,Battery Integration,32,false,2025-08-27 00:00:00
1398,1,Welding,120,false,2025-11-30 00:00:00
1399,11,Stamping,40,false,2025-10-27 00:00:00
1400,8,Battery Integration,82,true,2025-06-22 00:00:00
1401,7,Battery Integration,99,false,2025-07-06 00:00:00
1402,1,Welding,100,false,2026-02-04 00:00:00
1403,3,Quality Inspection,93,false,2026-02-26 00:00:00
1404,4,Welding,104,false,2025-04-24 00:00:00
1405,6,Final Assembly,92,false,2025-05-14 00:00:00
1406,4,Final Assembly,33,false,2026-01-02 00:00:00
1407,6,Battery Integration,76,false,2026-02-28 00:00:00
1408,8,Final Assembly,64,false,2025-03-29 00:00:00
1409,8,Stamping,56,false,2026-04-16 00:00:00
1410,9,Battery Integration,83,false,2026-01-16 00:00:00
1411,9,Stamping,45,false,2026-04-20 00:00:00
1412,11,Welding,17,false,2025-01-07 00:00:00
1413,1,Painting,105,false,2025-05-13 00:00:00
1414,3,Painting,92,false,2026-02-27 00:00:00
1415,5,Stamping,49,false,2025-01-25 00:00:00
1416,6,Painting,23,false,2025-12-05 00:00:00
1417,9,Welding,16,false,2025-07-18 00:00:00
1418,1,Stamping,112,false,2025-02-15 00:00:00
1419,2,Quality Inspection,118,false,2025-03-23 00:00:00
1420,5,Quality Inspection,116,false,2025-10-05 00:00:00
1421,6,Painting,60,false,2025-07-22 00:00:00
1422,10,Painting,57,false,2025-10-17 00:00:00
1423,7,Drive Unit Install,20,false,2025-10-07 00:00:00
1424,9,Painting,38,false,2025-01-11 00:00:00
1425,11,Quality Inspection,108,false,2025-04-22 00:00:00
1426,9,Welding,15,false,2025-03-07 00:00:00
1427,9,Welding,47,false,2025-07-11 00:00:00
1428,7,Quality Inspection,38,false,2026-01-01 00:00:00
1429,7,Welding,38,false,2025-11-20 00:00:00
1430,4,Drive Unit Install,46,false,2025-07-25 00:00:00
1431,11,Welding,27,false,2025-04-11 00:00:00
1432,7,Stamping,116,false,2025-10-13 00:00:00
1433,7,Drive Unit Install,30,false,2026-01-20 00:00:00
1434,9,Quality Inspection,97,false,2025-12-31 00:00:00
1435,8,Stamping,50,false,2025-05-12 00:00:00
1436,2,Final Assembly,55,false,2025-08-17 00:00:00
1437,9,Final Assembly,37,false,2026-01-31 00:00:00
1438,5,Painting,66,false,2025-03-16 00:00:00
1439,11,Painting,69,false,2025-01-16 00:00:00
1440,10,Final Assembly,44,false,2025-10-12 00:00:00
1441,10,Final Assembly,44,true,2025-06-25 00:00:00
1442,7,Stamping,40,false,2025-08-22 00:00:00
1443,11,Stamping,117,false,2025-09-30 00:00:00
1444,5,Battery Integration,71,false,2025-03-02 00:00:00
1445,11,Stamping,15,false,2026-02-04 00:00:00
1446,7,Battery Integration,21,false,2025-02-05 00:00:00
1447,2,Battery Integration,59,false,2025-09-25 00:00:00
1448,10,Final Assembly,64,false,2025-05-26 00:00:00
1449,11,Stamping,32,false,2025-04-09 00:00:00
1450,5,Painting,70,false,2026-01-16 00:00:00
1451,1,Drive Unit Install,28,false,2025-09-21 00:00:00
1452,10,Welding,60,false,2025-10-14 00:00:00
1453,10,Stamping,72,false,2025-01-14 00:00:00
1454,11,Battery Integration,65,false,2026-01-24 00:00:00
1455,5,Quality Inspection,58,false,2025-01-01 00:00:00
1456,7,Stamping,112,false,2025-02-01 00:00:00
1457,4,Painting,27,false,2026-03-31 00:00:00
1458,3,Painting,34,false,2026-01-12 00:00:00
1459,11,Painting,90,false,2026-04-09 00:00:00
1460,10,Stamping,83,false,2025-02-13 00:00:00
1461,11,Painting,16,false,2026-01-27 00:00:00
1462,9,Welding,23,false,2025-01-26 00:00:00
1463,8,Final Assembly,74,false,2025-10-05 00:00:00
1464,5,Quality Inspection,33,false,2025-04-01 00:00:00
1465,2,Battery Integration,15,false,2025-02-25 00:00:00
1466,4,Welding,99,false,2025-01-28 00:00:00
1467,3,Final Assembly,113,false,2025-10-15 00:00:00
1468,2,Battery Integration,113,false,2025-09-16 00:00:00
1469,8,Welding,17,false,2025-12-27 00:00:00
1470,6,Stamping,46,false,2025-08-03 00:00:00
1471,6,Painting,58,true,2025-10-17 00:00:00
1472,1,Battery Integration,68,false,2025-12-03 00:00:00
1473,9,Drive Unit Install,84,false,2025-06-18 00:00:00
1474,2,Drive Unit Install,92,false,2025-05-01 00:00:00
1475,4,Stamping,50,false,2025-10-12 00:00:00
1476,10,Welding,53,false,2025-11-18 00:00:00
1477,8,Welding,65,false,2025-09-03 00:00:00
1478,5,Battery Integration,117,false,2025-04-15 00:00:00
1479,3,Painting,37,false,2025-01-19 00:00:00
1480,5,Welding,39,false,2025-03-01 00:00:00
1481,1,Battery Integration,49,false,2025-06-25 00:00:00
1482,4,Quality Inspection,18,false,2025-05-29 00:00:00
1483,3,Quality Inspection,51,false,2025-01-07 00:00:00
1484,1,Welding,55,false,2025-09-09 00:00:00
1485,7,Stamping,108,false,2025-03-07 00:00:00
1486,10,Stamping,98,false,2026-02-27 00:00:00
1487,8,Quality Inspection,24,false,2025-06-27 00:00:00
1488,11,Stamping,78,false,2025-01-26 00:00:00
1489,10,Drive Unit Install,91,false,2025-10-13 00:00:00
1490,2,Final Assembly,85,false,2025-07-16 00:00:00
1491,6,Battery Integration,65,false,2025-12-23 00:00:00
1492,9,Drive Unit Install,56,false,2025-06-03 00:00:00
1493,11,Painting,36,false,2026-02-12 00:00:00
1494,5,Drive Unit Install,22,false,2025-12-26 00:00:00
1495,9,Stamping,87,false,2026-03-26 00:00:00
1496,5,Stamping,68,false,2025-07-18 00:00:00
1497,6,Battery Integration,97,false,2025-03-13 00:00:00
1498,1,Battery Integration,21,false,2025-07-28 00:00:00
1499,11,Drive Unit Install,72,false,2025-09-02 00:00:00
1500,1,Painting,111,false,2025-08-19 00:00:00
1501,6,Final Assembly,94,false,2025-08-06 00:00:00
1502,10,Final Assembly,48,false,2025-02-23 00:00:00
1503,11,Drive Unit Install,24,false,2025-02-15 00:00:00
1504,3,Drive Unit Install,70,false,2025-04-29 00:00:00
1505,8,Drive Unit Install,94,false,2025-05-29 00:00:00
1506,5,Stamping,17,false,2025-07-18 00:00:00
1507,5,Welding,18,false,2025-02-18 00:00:00
1508,2,Battery Integration,40,false,2025-02-01 00:00:00
1509,7,Quality Inspection,99,false,2025-08-28 00:00:00
1510,5,Stamping,99,false,2025-03-13 00:00:00
1511,7,Welding,16,false,2025-05-12 00:00:00
1512,8,Welding,57,false,2025-01-24 00:00:00
1513,4,Drive Unit Install,71,false,2025-11-23 00:00:00
1514,1,Painting,36,false,2025-04-21 00:00:00
